,id,n_tokens,n_axes,show_shadow,n_bananas,n_scorpions,response_time_sender,response_time_interpreter,signal,world,opened
981,5983,2,2,1,2,1,7111,6319,"1, 0, 1","1, 0, 1","1, 0, 1"
499,5984,1,2,0,1,2,5293,4844,"0, 0, 1","0, 0, 1","1, 1, 0"
504,5985,1,2,1,1,2,3721,2470,"1, 0, 0","1, 0, 0","1, 0, 0"
601,5986,2,1,0,1,2,5367,5425,"0, 1, 0","0, 1, 0","0, 1, 0"
965,5987,2,2,0,1,2,5976,3561,"1, 0, 0","1, 0, 0","1, 0, 0"
502,5988,2,2,0,2,1,6691,4903,"1, 0, 1","1, 0, 1","1, 0, 1"
134,5989,1,1,1,2,1,3843,3810,"1, 0, 0","1, 1, 0","0, 1, 0"
503,5990,1,1,0,2,1,4256,4329,"0, 1, 0","0, 1, 1","0, 1, 0"
957,5991,2,2,1,2,1,6209,3005,"0, 1, 1","0, 1, 1","0, 1, 1"
507,5992,1,1,1,1,2,2827,6165,"1, 0, 0","1, 0, 0","1, 0, 0"
803,5993,1,2,0,2,1,4387,5408,"1, 0, 0","1, 1, 0","1, 0, 0"
506,5994,2,1,1,1,2,3523,4119,"0, 0, 1","0, 0, 1","0, 0, 1"
500,5995,1,2,1,2,1,3129,11452,"0, 0, 1","1, 1, 0","1, 1, 0"
625,5996,2,2,1,1,2,4226,4628,"0, 1, 0","0, 1, 0","0, 1, 0"
509,5997,1,1,0,1,2,4550,2605,"1, 0, 0","1, 0, 0","1, 0, 0"
510,5998,2,1,0,2,1,3249,7748,"0, 1, 0","0, 1, 1","0, 1, 0"
501,5999,2,1,1,2,1,7980,2760,"0, 1, 1","0, 1, 1","0, 0, 1"
980,6000,2,1,0,1,2,3925,3478,"0, 0, 1","0, 0, 1","0, 0, 1"
511,6001,1,1,1,2,1,11459,8058,"0, 0, 1","1, 1, 0","1, 0, 0"
522,6002,1,1,1,1,2,4210,5722,"0, 1, 0","0, 1, 0","0, 1, 0"
515,6003,1,2,1,2,1,5864,4800,"0, 1, 0","1, 0, 1","1, 0, 1"
685,6004,2,1,0,2,1,5456,2382,"1, 0, 0","1, 0, 1","1, 0, 0"
508,6005,1,2,0,1,2,2990,3587,"0, 0, 1","0, 0, 1","0, 0, 1"
516,6006,2,2,0,1,2,3387,4594,"0, 0, 1","0, 0, 1","0, 0, 1"
512,6007,1,1,0,2,1,4540,3670,"1, 0, 0","1, 1, 0","1, 0, 0"
759,6008,1,2,0,2,1,5878,2038,"0, 1, 0","1, 0, 1","0, 1, 0"
519,6009,2,2,1,1,2,4803,5917,"0, 1, 0","0, 1, 0","0, 1, 0"
513,6010,2,1,1,2,1,8158,4652,"1, 0, 1","1, 0, 1","1, 0, 0"
820,6011,1,2,1,1,2,3056,2958,"1, 0, 0","1, 0, 0","1, 0, 0"
428,6012,2,2,0,2,1,5255,7684,"1, 1, 0","1, 1, 0","1, 1, 0"
426,6013,2,2,1,2,1,6003,5218,"1, 1, 0","1, 1, 0","1, 1, 0"
436,6014,2,1,1,1,2,5153,4128,"0, 1, 1","1, 0, 0","1, 0, 0"
430,6015,1,1,0,1,2,2658,3301,"1, 0, 0","1, 0, 0","1, 0, 0"
526,6016,2,2,0,2,1,5189,8480,"1, 0, 1","1, 0, 1","1, 0, 1"
505,6017,1,2,0,2,1,7214,4350,"0, 1, 0","1, 0, 1","0, 1, 0"
435,6018,2,1,0,2,1,10449,2398,"0, 1, 0","0, 1, 1","0, 1, 0"
967,6019,2,1,0,1,2,4301,4015,"0, 0, 1","0, 0, 1","0, 0, 1"
527,6020,2,2,1,2,1,5148,4101,"1, 0, 1","1, 0, 1","1, 0, 1"
524,6021,2,2,1,1,2,9057,11316,"1, 0, 1","0, 1, 0","0, 0, 1"
517,6022,1,2,0,1,2,2754,10898,"0, 0, 1","0, 0, 1","0, 0, 0"
521,6023,1,1,1,2,1,4982,2544,"1, 0, 0","0, 1, 1","0, 0, 1"
437,6024,2,1,1,1,2,6216,3573,"0, 1, 1","1, 0, 0","1, 0, 0"
1015,6025,2,1,1,2,1,4843,3099,"1, 1, 0","1, 1, 0","1, 0, 0"
904,6026,2,2,0,1,2,3515,3601,"0, 1, 0","0, 1, 0","0, 1, 0"
520,6027,1,1,1,1,2,5920,3305,"1, 0, 0","1, 0, 0","1, 0, 0"
556,6028,1,1,0,1,2,3542,4191,"0, 0, 1","0, 0, 1","0, 0, 1"
438,6029,1,2,1,1,2,3718,3404,"0, 1, 0","0, 1, 0","0, 1, 0"
514,6030,1,1,0,2,1,3728,2237,"1, 0, 0","1, 1, 0","1, 0, 0"
551,6031,1,2,1,2,1,6280,5838,"1, 0, 0","0, 1, 1","0, 1, 1"
3,6032,1,1,0,1,2,10452,3690,"0, 1, 0","0, 1, 0","0, 1, 0"
354,6033,2,1,1,1,2,8633,6995,"1, 0, 0","1, 0, 0","1, 0, 0"
93,6034,2,2,1,2,1,9154,5906,"1, 1, 0","1, 1, 0","1, 1, 0"
885,6035,2,2,0,2,1,6760,10061,"1, 0, 1","1, 0, 1","1, 0, 1"
530,6036,1,2,1,1,2,4744,4226,"1, 0, 0","1, 0, 0","1, 0, 0"
528,6037,2,1,1,2,1,7188,5542,"1, 1, 0","1, 1, 0","1, 0, 0"
920,6038,2,2,1,1,2,4590,9135,"0, 0, 1","0, 0, 1","0, 0, 1"
539,6039,1,2,0,2,1,5927,4590,"1, 0, 0","1, 1, 0","1, 0, 0"
538,6040,1,1,0,2,1,5873,5911,"0, 1, 0","1, 1, 0","0, 1, 0"
534,6041,2,2,0,1,2,3782,6318,"1, 0, 0","1, 0, 0","1, 0, 0"
119,6042,1,2,0,1,2,4869,8845,"0, 1, 0","0, 1, 0","0, 1, 1"
536,6043,2,1,0,2,1,18280,2597,"1, 0, 0","1, 0, 1","1, 0, 0"
537,6044,1,2,1,2,1,4168,13535,"0, 0, 1","1, 0, 1","1, 1, 0"
535,6045,1,1,1,1,2,3805,6257,"1, 0, 0","1, 0, 0","1, 0, 0"
121,6046,1,1,1,2,1,4088,6262,"1, 0, 0","1, 0, 1","1, 0, 0"
529,6047,2,1,0,1,2,4628,5656,"0, 0, 1","0, 0, 1","0, 0, 1"
542,6048,2,1,1,1,2,3880,3962,"1, 0, 0","1, 0, 0","1, 0, 0"
777,6049,2,2,0,2,1,6794,9149,"1, 0, 1","1, 0, 1","1, 0, 1"
531,6050,2,1,1,2,1,6049,6137,"1, 0, 0","1, 1, 0","0, 0, 1"
934,6051,1,2,0,2,1,7935,2862,"1, 0, 0","1, 0, 1","1, 0, 0"
626,6052,2,2,0,1,2,3566,5773,"0, 1, 0","0, 1, 0","0, 1, 0"
540,6053,2,1,0,2,1,4303,2697,"0, 0, 1","0, 1, 1","0, 0, 1"
544,6054,1,1,1,1,2,4160,3643,"1, 0, 0","1, 0, 0","1, 0, 0"
545,6055,2,1,0,1,2,2848,3592,"0, 0, 1","0, 0, 1","0, 0, 1"
683,6056,1,1,0,1,2,2956,3630,"0, 0, 1","0, 0, 1","0, 0, 1"
543,6057,2,2,1,2,1,7324,15371,"0, 1, 1","0, 1, 1","0, 1, 1"
566,6058,1,2,1,1,2,4065,4309,"0, 1, 0","0, 1, 0","0, 1, 0"
659,6059,2,2,1,1,2,4876,5233,"0, 0, 1","0, 0, 1","0, 0, 1"
557,6060,1,1,0,2,1,3898,3880,"1, 0, 0","1, 1, 0","1, 0, 0"
564,6061,1,2,0,1,2,3347,3984,"0, 0, 1","0, 0, 1","0, 0, 1"
959,6062,1,2,1,2,1,4844,5923,"0, 1, 0","1, 1, 0","0, 1, 0"
565,6063,1,1,1,2,1,3735,2824,"1, 0, 0","1, 1, 0","1, 0, 0"
139,6064,1,1,0,2,1,11624,3956,"0, 0, 1","0, 1, 1","0, 0, 1"
573,6065,1,1,0,1,2,4533,3877,"0, 0, 1","0, 0, 1","0, 0, 1"
569,6066,2,2,0,1,2,3993,3917,"0, 0, 1","0, 0, 1","0, 0, 1"
571,6067,2,1,1,1,2,3124,2147,"0, 0, 1","0, 0, 1","0, 0, 1"
700,6068,1,2,0,1,2,3887,6324,"0, 1, 0","0, 1, 0","1, 0, 1"
574,6069,2,2,1,2,1,5896,2874,"0, 1, 1","0, 1, 1","0, 1, 1"
570,6070,2,1,0,2,1,7894,6847,"1, 0, 0","1, 1, 0","1, 0, 0"
701,6071,2,2,0,2,1,6222,5367,"1, 0, 1","1, 0, 1","1, 0, 1"
572,6072,1,2,1,2,1,3696,8145,"1, 0, 0","1, 1, 0","0, 1, 1"
903,6073,1,2,1,1,2,3253,2773,"0, 0, 1","0, 0, 1","0, 0, 1"
575,6074,1,1,1,1,2,3488,3167,"0, 1, 0","0, 1, 0","0, 1, 0"
713,6075,2,1,1,2,1,4525,6404,"1, 0, 0","1, 1, 0","1, 0, 0"
567,6076,1,1,1,2,1,3967,2746,"1, 0, 0","1, 1, 0","1, 0, 0"
568,6077,2,2,1,1,2,3123,3168,"0, 0, 1","0, 0, 1","0, 0, 1"
823,6078,2,1,0,1,2,3339,2205,"1, 0, 0","1, 0, 0","0, 0, 0"
607,6079,1,2,0,2,1,4266,5701,"1, 0, 0","1, 1, 0","1, 0, 0"
837,6080,1,2,1,1,2,3387,1700,"1, 0, 0","1, 0, 0","1, 0, 0"
604,6081,2,2,0,1,2,3864,3321,"1, 0, 0","1, 0, 0","1, 0, 0"
610,6082,1,1,1,2,1,3580,2892,"0, 0, 1","1, 0, 1","0, 0, 1"
608,6083,2,2,1,2,1,5477,4628,"1, 1, 0","1, 1, 0","1, 1, 0"
466,6084,1,2,0,2,1,2511,2449,"1, 0, 0","1, 1, 0","1, 0, 0"
548,6085,1,2,1,2,1,3833,6530,"0, 1, 0","1, 1, 0","1, 0, 0"
491,6086,1,1,0,1,2,3482,8252,"1, 0, 0","1, 0, 0","1, 0, 0"
583,6087,2,1,1,2,1,4235,3010,"1, 0, 0","1, 0, 1","0, 0, 0"
498,6088,1,2,0,1,2,2830,5436,"0, 0, 1","0, 0, 1","1, 1, 0"
42,6089,2,1,0,1,2,2997,3986,"0, 1, 0","0, 1, 0","0, 1, 0"
585,6090,2,2,0,2,1,7246,4867,"1, 1, 0","1, 1, 0","1, 1, 0"
614,6091,1,1,0,2,1,3381,3007,"1, 0, 0","1, 1, 0","1, 0, 0"
580,6092,1,1,1,1,2,3067,3777,"1, 0, 0","1, 0, 0","1, 0, 0"
579,6093,2,1,1,1,2,2834,2976,"0, 0, 1","0, 0, 1","0, 0, 1"
55,6094,2,2,1,1,2,3579,2346,"1, 0, 0","1, 0, 0","1, 0, 0"
576,6095,2,1,0,2,1,3986,3952,"0, 0, 1","0, 1, 1","0, 0, 1"
1,6096,2,1,0,2,1,50059,6611,"1, 1, 0","0, 1, 1","0, 1, 0"
731,6097,2,2,1,1,2,6383,4476,"0, 0, 1","0, 0, 1","0, 0, 1"
772,6098,2,1,1,1,2,3192,6771,"0, 1, 0","0, 1, 0","0, 1, 0"
532,6099,1,1,1,1,2,3606,2415,"1, 0, 0","1, 0, 0","1, 0, 0"
908,6100,1,1,0,2,1,8733,6004,"0, 0, 1","1, 0, 1","0, 0, 1"
914,6101,2,2,0,2,1,15432,7266,"1, 1, 0","1, 1, 0","1, 1, 0"
619,6102,2,1,0,1,2,3976,3942,"1, 0, 0","1, 0, 0","1, 0, 0"
533,6103,1,2,0,1,2,6628,4012,"0, 1, 0","0, 1, 0","0, 1, 0"
921,6104,2,1,1,2,1,18572,8324,"1, 1, 0","1, 1, 0","1, 0, 0"
561,6105,1,1,0,1,2,3249,3318,"0, 1, 0","0, 1, 0","0, 1, 0"
646,6106,1,2,1,2,1,3777,4297,"0, 1, 0","1, 0, 1","0, 1, 0"
560,6107,1,2,0,2,1,7228,6123,"1, 0, 0","0, 1, 1","1, 1, 0"
562,6108,2,2,1,2,1,3963,4870,"1, 1, 0","1, 1, 0","1, 1, 0"
563,6109,1,1,1,2,1,8501,7673,"0, 0, 1","1, 1, 0","0, 1, 0"
623,6110,2,2,0,1,2,3029,3490,"0, 0, 1","0, 0, 1","0, 0, 1"
877,6111,1,2,1,1,2,3235,3274,"1, 0, 0","1, 0, 0","1, 0, 0"
388,6112,2,2,1,1,2,4784,11881,"0, 0, 1","0, 0, 1","0, 0, 1"
394,6113,1,1,1,1,2,3455,4362,"0, 1, 0","0, 1, 0","0, 1, 0"
137,6114,2,2,0,2,1,6740,6435,"0, 1, 1","0, 1, 1","0, 1, 1"
395,6115,1,2,0,1,2,2666,9964,"0, 1, 0","0, 1, 0","0, 1, 0"
392,6116,1,1,0,1,2,4197,4893,"1, 0, 0","1, 0, 0","1, 0, 0"
389,6117,1,2,0,2,1,6493,3520,"1, 0, 0","0, 1, 1","1, 0, 0"
624,6118,1,1,1,2,1,4826,5159,"0, 1, 0","1, 0, 1","0, 1, 0"
11,6119,1,2,1,1,2,2267,2283,"1, 0, 0","1, 0, 0","1, 0, 0"
10,6120,2,1,0,2,1,6559,2852,"1, 0, 0","1, 1, 0","1, 0, 0"
97,6121,2,1,1,1,2,13116,8241,"1, 0, 1","0, 1, 0","0, 1, 0"
6,6122,1,1,0,2,1,2674,4035,"1, 0, 0","1, 0, 1","1, 0, 0"
5,6123,2,1,0,1,2,3370,3534,"0, 1, 0","0, 1, 0","0, 1, 0"
12,6124,2,1,1,2,1,7612,5575,"1, 0, 1","1, 0, 1","0, 0, 1"
660,6125,1,2,1,2,1,5052,9115,"1, 0, 0","0, 1, 1","1, 1, 0"
9,6126,2,2,1,2,1,4433,5614,"1, 1, 0","1, 1, 0","1, 1, 0"
8,6127,2,2,0,1,2,9621,3421,"0, 0, 1","0, 0, 1","0, 0, 1"
927,6128,1,2,0,1,2,2344,3652,"0, 1, 0","0, 1, 0","0, 1, 0"
974,6129,1,2,1,1,2,3548,4676,"0, 0, 1","0, 0, 1","0, 0, 1"
23,6130,2,1,0,1,2,3888,2783,"0, 1, 0","0, 1, 0","0, 1, 0"
22,6131,2,2,0,1,2,3388,4547,"0, 0, 1","0, 0, 1","0, 0, 1"
695,6132,2,2,0,2,1,6473,2992,"1, 1, 0","1, 1, 0","1, 1, 0"
21,6133,1,1,1,2,1,11778,4156,"1, 0, 0","0, 1, 1","1, 0, 0"
20,6134,1,1,0,2,1,3975,3422,"0, 0, 1","1, 0, 1","0, 0, 1"
715,6135,2,2,1,2,1,4853,11122,"0, 1, 1","0, 1, 1","0, 1, 1"
17,6136,1,1,1,1,2,4339,2554,"0, 0, 1","0, 0, 1","0, 0, 1"
19,6137,1,2,0,2,1,2402,3543,"0, 0, 1","0, 1, 1","0, 0, 1"
15,6138,2,1,1,1,2,4177,3301,"1, 0, 1","0, 1, 0","0, 1, 0"
16,6139,1,2,1,2,1,3259,3770,"0, 0, 1","1, 1, 0","1, 0, 0"
821,6140,2,2,1,1,2,4662,7702,"1, 0, 1","0, 1, 0","0, 1, 0"
18,6141,1,1,0,1,2,2633,4511,"0, 1, 0","0, 1, 0","0, 1, 0"
25,6142,2,1,0,2,1,9252,4359,"1, 0, 1","0, 1, 1","1, 0, 0"
951,6143,2,1,1,2,1,5004,2026,"1, 1, 0","1, 1, 0","1, 0, 0"
555,6144,1,1,0,2,1,3299,5497,"0, 0, 1","0, 1, 1","0, 0, 1"
1012,6145,1,1,0,1,2,6956,2255,"1, 0, 0","1, 0, 0","1, 0, 0"
550,6146,2,2,0,1,2,11001,3915,"0, 1, 0","0, 1, 0","0, 1, 0"
546,6147,2,1,1,1,2,5335,9206,"1, 1, 0","0, 0, 1","1, 0, 0"
549,6148,1,2,0,1,2,4967,2663,"0, 0, 1","0, 0, 1","0, 0, 1"
1003,6149,2,2,1,2,1,4547,3794,"1, 0, 1","1, 0, 1","1, 0, 1"
582,6150,2,1,0,2,1,7064,4265,"1, 0, 1","1, 0, 1","1, 0, 0"
578,6151,2,2,0,2,1,6740,10716,"0, 1, 1","0, 1, 1","0, 1, 1"
577,6152,1,2,1,2,1,2338,4758,"1, 0, 0","0, 1, 1","0, 1, 1"
27,6153,1,2,1,1,2,3008,2395,"1, 0, 0","1, 0, 0","1, 0, 0"
554,6154,1,1,1,1,2,2130,4117,"0, 1, 0","0, 1, 0","0, 1, 0"
547,6155,2,1,1,2,1,4286,2906,"0, 1, 1","0, 1, 1","0, 0, 1"
87,6156,1,1,1,2,1,2247,4282,"0, 0, 1","1, 1, 0","0, 1, 0"
584,6157,2,2,1,1,2,6064,9733,"1, 0, 1","0, 1, 0","0, 1, 0"
1016,6158,2,1,0,1,2,2544,3236,"0, 0, 1","0, 0, 1","0, 0, 1"
29,6159,1,2,0,2,1,6204,3670,"0, 0, 1","1, 0, 1","0, 0, 1"
34,6160,2,1,1,2,1,17046,4731,"1, 1, 0","1, 1, 0","1, 0, 0"
740,6161,2,1,0,2,1,32173,1857,"1, 0, 0","1, 0, 1","1, 0, 0"
558,6162,1,1,0,1,2,4406,8168,"0, 0, 1","0, 0, 1","0, 0, 1"
559,6163,2,2,1,1,2,8481,4893,"0, 1, 1","1, 0, 0","1, 0, 0"
594,6164,1,2,1,2,1,24499,12270,"0, 1, 0","1, 0, 1","0, 1, 1"
769,6165,2,1,1,1,2,4676,5738,"1, 1, 0","0, 0, 1","0, 0, 1"
587,6166,1,2,0,2,1,4915,4419,"0, 0, 1","0, 1, 1","0, 0, 1"
955,6167,1,1,1,1,2,3546,3257,"0, 1, 0","0, 1, 0","0, 1, 0"
592,6168,2,2,1,2,1,4221,8920,"1, 0, 1","1, 0, 1","1, 0, 1"
648,6169,1,1,0,2,1,3945,2759,"1, 0, 0","1, 1, 0","1, 0, 0"
593,6170,1,1,1,2,1,4395,5757,"0, 1, 0","0, 1, 1","1, 0, 0"
898,6171,2,2,0,2,1,9465,5495,"1, 1, 0","1, 1, 0","1, 1, 0"
654,6172,2,2,0,1,2,5915,11030,"0, 0, 1","0, 0, 1","0, 0, 1"
586,6173,2,1,0,1,2,3957,4566,"1, 0, 0","1, 0, 0","1, 0, 0"
591,6174,1,2,1,1,2,3881,4578,"1, 0, 0","1, 0, 0","1, 0, 0"
589,6175,1,2,0,1,2,4266,4845,"0, 0, 1","0, 0, 1","0, 0, 1"
985,6176,2,1,0,2,1,14313,3448,"1, 0, 0","1, 0, 1","1, 0, 0"
603,6177,2,2,1,1,2,8541,2368,"0, 1, 1","1, 0, 0","1, 0, 0"
595,6178,2,1,1,1,2,2558,3497,"0, 0, 1","0, 0, 1","0, 0, 1"
606,6179,1,1,1,1,2,2319,6328,"0, 0, 1","0, 0, 1","0, 0, 1"
802,6180,1,1,0,2,1,3854,1666,"1, 0, 0","1, 1, 0","1, 0, 0"
598,6181,2,2,0,2,1,5980,7009,"1, 0, 1","1, 0, 1","1, 0, 1"
600,6182,2,1,0,1,2,3397,3657,"0, 1, 0","0, 1, 0","0, 1, 0"
631,6183,1,2,0,1,2,7077,2912,"1, 0, 0","1, 0, 0","1, 0, 0"
602,6184,2,1,1,2,1,4340,9377,"0, 1, 1","0, 1, 1","0, 1, 0"
597,6185,1,1,0,1,2,3299,7842,"0, 1, 0","0, 1, 0","0, 1, 0"
605,6186,1,2,1,2,1,7176,1882,"0, 0, 1","1, 1, 0","0, 0, 1"
656,6187,1,2,0,2,1,19743,4631,"1, 0, 0","1, 1, 0","1, 0, 0"
983,6188,2,2,1,2,1,4486,4369,"1, 0, 1","1, 0, 1","1, 0, 1"
2,6189,1,1,1,2,1,10370,7929,"1, 0, 0","0, 1, 1","0, 1, 0"
4,6190,2,2,0,1,2,4549,3157,"0, 1, 0","0, 1, 0","0, 1, 0"
910,6191,1,2,1,1,2,3551,3052,"0, 1, 0","0, 1, 0","0, 1, 0"
7,6192,1,2,1,2,1,2624,4563,"0, 0, 1","1, 1, 0","0, 0, 1"
13,6193,1,1,0,2,1,4280,4364,"1, 0, 0","1, 0, 1","1, 0, 0"
24,6194,1,2,1,1,2,4980,4527,"0, 1, 0","0, 1, 0","0, 1, 0"
14,6195,1,1,0,1,2,2731,9034,"0, 0, 1","0, 0, 1","0, 0, 1"
938,6196,1,1,1,1,2,3336,4612,"0, 1, 0","0, 1, 0","0, 1, 0"
26,6197,2,2,0,1,2,6361,3873,"0, 1, 0","0, 1, 0","0, 1, 0"
944,6198,2,1,1,2,1,6762,6490,"1, 1, 0","1, 1, 0","0, 1, 0"
41,6199,2,1,1,1,2,4982,3566,"1, 0, 1","0, 1, 0","0, 1, 0"
38,6200,1,1,1,2,1,2934,8245,"0, 0, 1","1, 1, 0","1, 0, 0"
37,6201,1,2,0,1,2,4946,2799,"0, 1, 0","0, 1, 0","0, 1, 0"
39,6202,2,2,1,1,2,12450,2142,"0, 0, 1","0, 0, 1","0, 0, 1"
640,6203,2,2,1,2,1,8338,7816,"1, 1, 0","1, 1, 0","1, 1, 0"
637,6204,2,1,0,1,2,5668,2993,"0, 0, 1","0, 0, 1","0, 0, 1"
993,6205,2,1,0,2,1,9563,6419,"1, 0, 0","1, 1, 0","1, 0, 0"
638,6206,1,2,0,2,1,25975,4403,"0, 0, 1","0, 1, 1","0, 1, 0"
666,6207,2,2,0,2,1,8444,4654,"1, 0, 1","1, 0, 1","0, 1, 0"
28,6208,1,1,1,1,2,2503,11129,"0, 1, 0","0, 1, 0","0, 1, 0"
145,6209,1,2,0,1,2,3249,4859,"0, 1, 0","0, 1, 0","0, 1, 0"
484,6210,1,2,0,2,1,23822,2153,"1, 0, 0","1, 1, 0","1, 0, 0"
51,6211,1,2,1,1,2,2668,2848,"0, 0, 1","0, 0, 1","0, 0, 1"
49,6212,2,1,1,1,2,3093,3781,"1, 0, 0","1, 0, 0","1, 0, 0"
1010,6213,2,1,0,1,2,5193,2537,"1, 0, 0","1, 0, 0","1, 0, 0"
43,6214,1,2,1,2,1,4791,6412,"1, 0, 0","0, 1, 1","0, 0, 1"
48,6215,2,2,0,1,2,16963,4859,"0, 0, 1","0, 0, 1","0, 0, 1"
760,6216,2,2,1,1,2,18223,3011,"1, 1, 0","0, 0, 1","1, 1, 0"
40,6217,2,2,0,2,1,7905,2472,"1, 0, 1","1, 0, 1","1, 0, 1"
52,6218,1,1,0,1,2,7808,2214,"0, 1, 0","0, 1, 0","0, 1, 0"
50,6219,1,1,1,2,1,2566,4590,"0, 1, 0","1, 0, 1","0, 0, 1"
86,6220,2,1,0,2,1,4614,2273,"1, 0, 0","1, 1, 0","1, 0, 0"
57,6221,1,1,0,2,1,3737,2726,"0, 1, 0","0, 1, 1","0, 1, 0"
46,6222,2,1,1,2,1,4853,3043,"0, 1, 1","0, 1, 1","0, 1, 0"
44,6223,2,2,1,2,1,6224,5706,"1, 0, 1","1, 0, 1","1, 0, 1"
917,6224,2,1,0,1,2,27614,5476,"0, 1, 0","0, 1, 0","0, 1, 0"
880,6225,1,1,1,2,1,16103,7832,"1, 0, 0","1, 1, 0","1, 0, 0"
734,6226,1,1,1,1,2,5123,9367,"1, 0, 0","1, 0, 0","1, 0, 0"
445,6227,1,2,1,2,1,10505,4396,"1, 0, 0","1, 1, 0","1, 1, 0"
441,6228,2,1,0,2,1,7528,12572,"0, 1, 1","0, 1, 1","0, 0, 1"
763,6229,1,2,0,1,2,4141,4162,"0, 1, 0","0, 1, 0","0, 1, 0"
443,6230,2,2,0,1,2,6000,4203,"0, 1, 0","0, 1, 0","0, 1, 0"
447,6231,1,1,0,2,1,4571,3549,"1, 0, 0","1, 1, 0","1, 0, 0"
450,6232,1,2,0,2,1,5710,4042,"0, 0, 1","1, 0, 1","0, 0, 1"
124,6233,2,2,1,1,2,3636,14139,"0, 0, 1","0, 0, 1","0, 0, 1"
968,6234,2,1,1,2,1,6889,8792,"1, 1, 0","1, 1, 0","1, 0, 0"
444,6235,1,2,1,1,2,3943,3778,"1, 0, 0","1, 0, 0","1, 0, 0"
449,6236,2,2,0,2,1,8223,7965,"1, 1, 0","1, 1, 0","1, 1, 0"
653,6237,2,2,1,2,1,6660,5356,"1, 0, 1","1, 0, 1","1, 0, 1"
442,6238,2,1,1,1,2,4374,11910,"0, 0, 1","0, 0, 1","0, 0, 1"
448,6239,1,1,0,1,2,4184,3353,"0, 1, 0","0, 1, 0","0, 1, 0"
127,6240,1,1,1,2,1,3865,3730,"0, 0, 1","1, 0, 1","1, 0, 0"
452,6241,1,2,1,2,1,9471,6637,"1, 0, 0","1, 1, 0","0, 1, 1"
459,6242,1,2,0,1,2,4093,1836,"1, 0, 0","1, 0, 0","1, 0, 0"
453,6243,1,1,0,2,1,4911,2824,"0, 0, 1","1, 0, 1","0, 0, 1"
644,6244,2,2,1,1,2,4788,3333,"1, 0, 0","1, 0, 0","1, 0, 0"
446,6245,1,2,1,1,2,4180,3246,"0, 0, 1","0, 0, 1","0, 0, 1"
925,6246,2,2,1,2,1,6076,5101,"0, 1, 1","0, 1, 1","0, 1, 1"
451,6247,1,1,0,1,2,5258,3181,"0, 1, 0","0, 1, 0","0, 1, 0"
662,6248,2,1,0,1,2,3726,13811,"0, 0, 1","0, 0, 1","0, 0, 1"
454,6249,1,1,1,1,2,4138,3049,"0, 0, 1","0, 0, 1","0, 0, 1"
457,6250,2,1,0,2,1,7540,7247,"1, 1, 0","1, 1, 0","0, 0, 1"
458,6251,2,2,0,1,2,4081,3450,"1, 0, 0","1, 0, 0","1, 0, 0"
960,6252,1,2,0,2,1,3927,18323,"0, 0, 1","0, 1, 1","1, 1, 0"
455,6253,2,1,1,2,1,6518,4289,"1, 1, 0","1, 1, 0","1, 0, 0"
996,6254,2,2,0,2,1,7616,9092,"1, 1, 0","1, 1, 0","1, 1, 0"
132,6255,2,1,1,1,2,3759,4610,"0, 0, 1","0, 0, 1","0, 0, 1"
462,6256,1,2,0,2,1,3286,4567,"1, 0, 0","1, 1, 0","1, 0, 0"
463,6257,2,1,0,1,2,6411,6532,"0, 0, 1","0, 0, 1","0, 0, 1"
697,6258,2,2,1,1,2,4817,2675,"0, 1, 0","0, 1, 0","0, 1, 0"
460,6259,1,1,1,2,1,3760,1596,"1, 0, 0","1, 1, 0","1, 0, 0"
461,6260,2,1,1,2,1,7247,2813,"1, 1, 0","1, 1, 0","1, 0, 0"
456,6261,1,1,1,1,2,4521,2675,"1, 0, 0","1, 0, 0","1, 0, 0"
80,6262,1,2,1,1,2,3866,5643,"1, 0, 0","1, 0, 0","1, 0, 0"
82,6263,1,2,1,2,1,3544,9563,"1, 0, 0","1, 1, 0","0, 1, 1"
79,6264,2,2,0,2,1,6135,7629,"1, 0, 1","1, 0, 1","1, 0, 1"
723,6265,2,1,0,2,1,6206,6840,"1, 0, 1","1, 0, 1","1, 0, 0"
78,6266,2,2,1,2,1,6070,5280,"1, 1, 0","1, 1, 0","1, 1, 0"
83,6267,1,2,0,1,2,3397,5958,"0, 1, 0","0, 1, 0","1, 0, 1"
73,6268,2,1,1,1,2,3834,5260,"0, 1, 0","0, 1, 0","0, 1, 0"
757,6269,2,2,0,1,2,3878,2787,"1, 0, 0","1, 0, 0","1, 0, 0"
76,6270,1,1,0,1,2,3564,5345,"0, 0, 1","0, 0, 1","0, 0, 1"
77,6271,1,1,0,2,1,3723,2251,"0, 0, 1","1, 0, 1","0, 0, 1"
81,6272,2,1,0,2,1,7639,1889,"1, 1, 0","1, 1, 0","0, 0, 1"
998,6273,2,2,1,1,2,3737,2875,"0, 1, 0","0, 1, 0","0, 1, 0"
724,6274,2,1,1,1,2,3954,3156,"1, 0, 0","1, 0, 0","1, 0, 0"
144,6275,1,1,1,1,2,4640,3891,"0, 1, 0","0, 1, 0","0, 1, 0"
1013,6276,1,1,0,2,1,4223,4503,"0, 0, 1","0, 1, 1","0, 0, 1"
58,6277,2,2,0,2,1,6128,5480,"1, 1, 0","1, 1, 0","1, 1, 0"
1002,6278,2,1,0,1,2,3971,2656,"1, 0, 0","1, 0, 0","1, 0, 0"
